Parsing SuperLearner FPI arguments...
--model_dir
--predict_var
--num_inputs
--predict_data
Submodels within SuperLearner and their weights:
['nusvr-rbf', 'nusvr-lin', 'nusvr-poly', 'nusvr-sig', 'knn-uni', 'knn-dist', 'pls', 'mlp', 'ridge', 'lasso', 'linear', 'enet', 'huber', 'xgb', 'etr']
[0.35715301 0.         0.06010542 0.         0.14134674 0.26623197
 0.         0.         0.         0.13849394 0.         0.06520002
 0.         0.         0.        ]
Started with 25 features.
Finishing with 20 features in 5 groups.
Started with 25 features.
Finishing with 20 features in 5 groups.
Loading model for job: 0
For block Mean_DO_percent_saturation iteration 17
For block Mean_DO_percent_saturation iteration 18
For block Mean_DO_percent_saturation iteration 19
For block slp_dg_cav iteration 0
For block slp_dg_cav iteration 1
For block slp_dg_cav iteration 2
For block slp_dg_cav iteration 3
For block slp_dg_cav iteration 4
For block slp_dg_cav iteration 5
For block slp_dg_cav iteration 6
For block slp_dg_cav iteration 7
For block slp_dg_cav iteration 8
For block slp_dg_cav iteration 9
For block slp_dg_cav iteration 10
For block slp_dg_cav iteration 11
For block slp_dg_cav iteration 12
For block slp_dg_cav iteration 13
For block slp_dg_cav iteration 14
For block slp_dg_cav iteration 15
For block slp_dg_cav iteration 16
For block slp_dg_cav iteration 17
For block slp_dg_cav iteration 18
For block slp_dg_cav iteration 19
For block ire_pc_cse iteration 0
For block ire_pc_cse iteration 1
For block ire_pc_cse iteration 2
For block ire_pc_cse iteration 3
For block ire_pc_cse iteration 4
For block ire_pc_cse iteration 5
For block ire_pc_cse iteration 6
For block ire_pc_cse iteration 7
For block ire_pc_cse iteration 8
For block ire_pc_cse iteration 9
For block ire_pc_cse iteration 10
For block ire_pc_cse iteration 11
For block ire_pc_cse iteration 12
For block ire_pc_cse iteration 13
For block ire_pc_cse iteration 14
For block ire_pc_cse iteration 15
For block ire_pc_cse iteration 16
For block ire_pc_cse iteration 17
For block ire_pc_cse iteration 18
For block ire_pc_cse iteration 19
For block sgr_dk_rav iteration 0
For block sgr_dk_rav iteration 1
For block sgr_dk_rav iteration 2
For block sgr_dk_rav iteration 3
For block sgr_dk_rav iteration 4
For block sgr_dk_rav iteration 5
For block sgr_dk_rav iteration 6
For block sgr_dk_rav iteration 7
For block sgr_dk_rav iteration 8
For block sgr_dk_rav iteration 9
For block sgr_dk_rav iteration 10
For block sgr_dk_rav iteration 11
For block sgr_dk_rav iteration 12
For block sgr_dk_rav iteration 13
For block sgr_dk_rav iteration 14
For block sgr_dk_rav iteration 15
For block sgr_dk_rav iteration 16
For block sgr_dk_rav iteration 17
For block sgr_dk_rav iteration 18
For block sgr_dk_rav iteration 19
For block ppd_pk_cav iteration 0
For block ppd_pk_cav iteration 1
For block ppd_pk_cav iteration 2
For block ppd_pk_cav iteration 3
For block ppd_pk_cav iteration 4
For block ppd_pk_cav iteration 5
For block ppd_pk_cav iteration 6
For block ppd_pk_cav iteration 7
For block ppd_pk_cav iteration 8
For block ppd_pk_cav iteration 9
For block ppd_pk_cav iteration 10
For block ppd_pk_cav iteration 11
For block ppd_pk_cav iteration 12
For block ppd_pk_cav iteration 13
For block ppd_pk_cav iteration 14
For block ppd_pk_cav iteration 15
For block ppd_pk_cav iteration 16
For block ppd_pk_cav iteration 17
For block ppd_pk_cav iteration 18
For block ppd_pk_cav iteration 19
For block prm_pc_cse iteration 0
For block prm_pc_cse iteration 1
For block prm_pc_cse iteration 2
For block prm_pc_cse iteration 3
For block prm_pc_cse iteration 4
For block prm_pc_cse iteration 5
For block prm_pc_cse iteration 6
For block prm_pc_cse iteration 7
For block prm_pc_cse iteration 8
For block prm_pc_cse iteration 9
For block prm_pc_cse iteration 10
For block prm_pc_cse iteration 11
For block prm_pc_cse iteration 12
For block prm_pc_cse iteration 13
For block prm_pc_cse iteration 14
For block prm_pc_cse iteration 15
For block prm_pc_cse iteration 16
For block prm_pc_cse iteration 17
For block prm_pc_cse iteration 18
For block prm_pc_cse iteration 19
For block gla_pc_cse iteration 0
For block gla_pc_cse iteration 1
For block gla_pc_cse iteration 2
For block gla_pc_cse iteration 3
For block gla_pc_cse iteration 4
For block gla_pc_cse iteration 5
For block gla_pc_cse iteration 6
For block gla_pc_cse iteration 7
For block gla_pc_cse iteration 8
For block gla_pc_cse iteration 9
For block gla_pc_cse iteration 10
For block gla_pc_cse iteration 11
For block gla_pc_cse iteration 12
For block gla_pc_cse iteration 13
For block gla_pc_cse iteration 14
For block gla_pc_cse iteration 15
For block gla_pc_cse iteration 16
For block gla_pc_cse iteration 17
For block gla_pc_cse iteration 18
For block gla_pc_cse iteration 19
For block pH iteration 0
For block pH iteration 1
For block pH iteration 2
For block pH iteration 3
For block pH iteration 4
For block pH iteration 5
For block pH iteration 6
For block pH iteration 7
For block pH iteration 8
For block pH iteration 9
For block pH iteration 10
For block pH iteration 11
For block pH iteration 12
For block pH iteration 13
For block pH iteration 14
For block pH iteration 15
For block pH iteration 16
For block pH iteration 17
For block pH iteration 18
For block pH iteration 19
FPI on ML model: knn-dist...
For block run_mm_cyr iteration 0
For block run_mm_cyr iteration 1
For block run_mm_cyr iteration 2
For block run_mm_cyr iteration 3
For block run_mm_cyr iteration 4
For block run_mm_cyr iteration 5
For block run_mm_cyr iteration 6
For block run_mm_cyr iteration 7
For block run_mm_cyr iteration 8
For block run_mm_cyr iteration 9
For block run_mm_cyr iteration 10
For block run_mm_cyr iteration 11
For block run_mm_cyr iteration 12
For block run_mm_cyr iteration 13
For block run_mm_cyr iteration 14
For block run_mm_cyr iteration 15
For block run_mm_cyr iteration 16
For block run_mm_cyr iteration 17
For block run_mm_cyr iteration 18
For block run_mm_cyr iteration 19
For block RA_dm iteration 0
For block RA_dm iteration 1
For block RA_dm iteration 2
For block RA_dm iteration 3
For block RA_dm iteration 4
For block RA_dm iteration 5
For block RA_dm iteration 6
For block RA_dm iteration 7
For block RA_dm iteration 8
For block RA_dm iteration 9
For block RA_dm iteration 10
For block RA_dm iteration 11
For block RA_dm iteration 12
For block RA_dm iteration 13
For block RA_dm iteration 14
For block RA_dm iteration 15
For block RA_dm iteration 16
For block RA_dm iteration 17
For block RA_dm iteration 18
For block RA_dm iteration 19
For block Mean_DO_percent_saturation iteration 0
For block Mean_DO_percent_saturation iteration 1
For block Mean_DO_percent_saturation iteration 2
For block Mean_DO_percent_saturation iteration 3
For block Mean_DO_percent_saturation iteration 4
For block Mean_DO_percent_saturation iteration 5
For block Mean_DO_percent_saturation iteration 6
For block Mean_DO_percent_saturation iteration 7
For block Mean_DO_percent_saturation iteration 8
For block Mean_DO_percent_saturation iteration 9
For block Mean_DO_percent_saturation iteration 10
For block Mean_DO_percent_saturation iteration 11
For block Mean_DO_percent_saturation iteration 12
For block Mean_DO_percent_saturation iteration 13
For block Mean_DO_percent_saturation iteration 14
For block Mean_DO_percent_saturation iteration 15
For block Mean_DO_percent_saturation iteration 16
For block Mean_DO_percent_saturation iteration 17
For block Mean_DO_percent_saturation iteration 18
For block Mean_DO_percent_saturation iteration 19
For block slp_dg_cav iteration 0
For block slp_dg_cav iteration 1
For block slp_dg_cav iteration 2
For block slp_dg_cav iteration 3
For block slp_dg_cav iteration 4
For block slp_dg_cav iteration 5
For block slp_dg_cav iteration 6
For block slp_dg_cav iteration 7
For block slp_dg_cav iteration 8
For block slp_dg_cav iteration 9
For block slp_dg_cav iteration 10
For block slp_dg_cav iteration 11
For block slp_dg_cav iteration 12
For block slp_dg_cav iteration 13
For block slp_dg_cav iteration 14
For block slp_dg_cav iteration 15
For block slp_dg_cav iteration 16
For block slp_dg_cav iteration 17
For block slp_dg_cav iteration 18
For block slp_dg_cav iteration 19
For block ire_pc_cse iteration 0
For block ire_pc_cse iteration 1
For block ire_pc_cse iteration 2
For block ire_pc_cse iteration 3
For block ire_pc_cse iteration 4
For block ire_pc_cse iteration 5
For block ire_pc_cse iteration 6
For block ire_pc_cse iteration 7
For block ire_pc_cse iteration 8
For block ire_pc_cse iteration 9
For block ire_pc_cse iteration 10
For block ire_pc_cse iteration 11
For block ire_pc_cse iteration 12
For block ire_pc_cse iteration 13
For block ire_pc_cse iteration 14
For block ire_pc_cse iteration 15
For block ire_pc_cse iteration 16
For block ire_pc_cse iteration 17
For block ire_pc_cse iteration 18
For block ire_pc_cse iteration 19
For block sgr_dk_rav iteration 0
For block sgr_dk_rav iteration 1
For block sgr_dk_rav iteration 2
For block sgr_dk_rav iteration 3
For block sgr_dk_rav iteration 4
For block sgr_dk_rav iteration 5
For block sgr_dk_rav iteration 6
For block sgr_dk_rav iteration 7
For block sgr_dk_rav iteration 8
For block sgr_dk_rav iteration 9
For block sgr_dk_rav iteration 10
For block sgr_dk_rav iteration 11
For block sgr_dk_rav iteration 12
For block sgr_dk_rav iteration 13
For block sgr_dk_rav iteration 14
For block sgr_dk_rav iteration 15
For block sgr_dk_rav iteration 16
For block sgr_dk_rav iteration 17
For block sgr_dk_rav iteration 18
For block sgr_dk_rav iteration 19
For block ppd_pk_cav iteration 0
For block ppd_pk_cav iteration 1
For block ppd_pk_cav iteration 2
For block ppd_pk_cav iteration 3
For block ppd_pk_cav iteration 4
For block ppd_pk_cav iteration 5
For block ppd_pk_cav iteration 6
For block ppd_pk_cav iteration 7
For block ppd_pk_cav iteration 8
For block ppd_pk_cav iteration 9
For block ppd_pk_cav iteration 10
For block ppd_pk_cav iteration 11
For block ppd_pk_cav iteration 12
For block ppd_pk_cav iteration 13
For block ppd_pk_cav iteration 14
For block ppd_pk_cav iteration 15
For block ppd_pk_cav iteration 16
For block ppd_pk_cav iteration 17
For block ppd_pk_cav iteration 18
For block ppd_pk_cav iteration 19
For block prm_pc_cse iteration 0
For block prm_pc_cse iteration 1
For block prm_pc_cse iteration 2
For block prm_pc_cse iteration 3
For block prm_pc_cse iteration 4
For block prm_pc_cse iteration 5
For block prm_pc_cse iteration 6
For block prm_pc_cse iteration 7
For block prm_pc_cse iteration 8
For block prm_pc_cse iteration 9
For block prm_pc_cse iteration 10
For block prm_pc_cse iteration 11
For block prm_pc_cse iteration 12
For block prm_pc_cse iteration 13
For block prm_pc_cse iteration 14
For block prm_pc_cse iteration 15
For block prm_pc_cse iteration 16
For block prm_pc_cse iteration 17
For block prm_pc_cse iteration 18
For block prm_pc_cse iteration 19
For block gla_pc_cse iteration 0
For block gla_pc_cse iteration 1
For block gla_pc_cse iteration 2
For block gla_pc_cse iteration 3
For block gla_pc_cse iteration 4
For block gla_pc_cse iteration 5
For block gla_pc_cse iteration 6
For block gla_pc_cse iteration 7
For block gla_pc_cse iteration 8
For block gla_pc_cse iteration 9
For block gla_pc_cse iteration 10
For block gla_pc_cse iteration 11
For block gla_pc_cse iteration 12
For block gla_pc_cse iteration 13
For block gla_pc_cse iteration 14
For block gla_pc_cse iteration 15
For block gla_pc_cse iteration 16
For block gla_pc_cse iteration 17
For block gla_pc_cse iteration 18
For block gla_pc_cse iteration 19
For block pH iteration 0
For block pH iteration 1
For block pH iteration 2
For block pH iteration 3
For block pH iteration 4
For block pH iteration 5
For block pH iteration 6
For block pH iteration 7
For block pH iteration 8
For block pH iteration 9
For block pH iteration 10
For block pH iteration 11
For block pH iteration 12
For block pH iteration 13
For block pH iteration 14
For block pH iteration 15
For block pH iteration 16
For block pH iteration 17
For block pH iteration 18
For block pH iteration 19
FPI on ML model: lasso...
For block run_mm_cyr iteration 0
For block run_mm_cyr iteration 1
For block run_mm_cyr iteration 2
For block run_mm_cyr iteration 3
For block run_mm_cyr iteration 4
For block run_mm_cyr iteration 5
For block run_mm_cyr iteration 6
For block run_mm_cyr iteration 7
For block run_mm_cyr iteration 8
For block run_mm_cyr iteration 9
For block run_mm_cyr iteration 10
For block run_mm_cyr iteration 11
For block run_mm_cyr iteration 12
For block run_mm_cyr iteration 13
For block run_mm_cyr iteration 14
For block run_mm_cyr iteration 15
For block run_mm_cyr iteration 16
For block run_mm_cyr iteration 17
For block run_mm_cyr iteration 18
For block run_mm_cyr iteration 19
For block RA_dm iteration 0
For block RA_dm iteration 1
For block RA_dm iteration 2
For block RA_dm iteration 3
For block RA_dm iteration 4
For block RA_dm iteration 5
For block RA_dm iteration 6
For block RA_dm iteration 7
For block RA_dm iteration 8
For block RA_dm iteration 9
For block RA_dm iteration 10
For block RA_dm iteration 11
For block RA_dm iteration 12
For block RA_dm iteration 13
For block RA_dm iteration 14
For block RA_dm iteration 15
For block RA_dm iteration 16
For block RA_dm iteration 17
For block RA_dm iteration 18
For block RA_dm iteration 19
For block Mean_DO_percent_saturation iteration 0
For block Mean_DO_percent_saturation iteration 1
For block Mean_DO_percent_saturation iteration 2
For block Mean_DO_percent_saturation iteration 3
For block Mean_DO_percent_saturation iteration 4
